,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100
721,100.912913,2906.67291,9956480.94,147.442269,2676.47732,9403111.27,449.969553,2309.25535,8479204.54,4027.60585,2235.97779,8125686.9,26630.4059,2235.37962,7989329.52,100.912913,2906.67291,9956480.94,9956480.94,2907.32434,-442.889205,-0.0379847412,147.442269,2676.47732,9403111.27,9403111.27,2677.19524,-1068.10116,-0.0821237549,449.969553,2309.25535,8479204.54,8479204.54,2310.10078,-2091.80586,-0.151909929,4027.60585,2235.97779,8125686.9,8125686.9,2236.85429,-2834.38458,-0.205345752,26630.4059,2235.37962,7989329.52,7989329.52,2236.25638,-2740.95233,-0.20017945,100.912913,0.00453461978,0.00138729197,147.442269,0.00442889899,0.00142141702,449.96946,0.00354560975,0.00105719003,4011.34784,0.00364982001,0.0275471701,26123.7631,0.0297705652,51.1130995,100.912913,2906.67291,9956480.94,9956480.94,2907.43745,-4927.60758,-0.271397707,147.442269,2676.47732,9403111.27,9403111.27,2677.30754,-4502.1017,-0.255494212,449.96946,2309.25577,8479205.42,8479205.42,2310.21791,-3842.51923,-0.229943843,4011.34784,2244.20478,8141604.86,8141604.86,2245.19477,-3719.72194,-0.227301143,26123.7602,2275.10994,8060101.02,8060101.02,2276.08649,-3771.18186,-0.231621947
208,142.31896,61.7082805,16.6848762,164.787109,61.8198149,17.6165176,407.159783,62.3299523,21.5392484,5834.85146,62.5395925,22.9583463,62033.8858,62.5714629,23.130088,142.318962,61.7082806,16.6848763,5708895.02,2931.31202,-2553.04061,-0.261589435,164.787111,61.819815,17.6165176,5912826.04,2860.04998,-2519.60007,-0.246873248,407.159783,62.3299523,21.5392484,7301061.66,2473.38896,-2386.46917,-0.190303838,5834.85146,62.5395925,22.9583463,8196563.06,2290.9534,-2531.76296,-0.184559688,62033.8858,62.5714629,23.130088,8223680.5,2243.03568,-2577.87322,-0.186913125,142.31896,0.00926197407,0.0145944769,164.787109,0.00916633184,0.0144611617,407.159783,0.00566639149,0.00869124871,5834.85146,0.00258858167,0.00346917144,62033.8858,0.00236532748,0.0731513208,1.97257332,62.958288,8.99826011,5708895.02,2931.3386,3445.83402,0.480771877,1.98345255,62.9749717,8.99937359,5912825.91,2860.07558,3357.02787,0.460204923,1.99445348,62.9916571,8.9999304,7301983.75,2474.25619,2890.41526,0.356549831,1.99944396,62.9991657,8.9999993,8213604.56,2300.09598,2680.01781,0.311709148,1.99994438,62.9999166,8.99999999,8271638.1,2268.46677,2641.92377,0.306198646
783,689.349816,61.9955929,19.1366773,761.749158,61.9682602,18.8624296,1068.46042,62.0889099,19.7519532,6103.33318,62.478107,22.5636286,55383.0289,62.5716957,23.1869789,689.349819,61.9955929,19.1366773,6295617.86,2340.32387,-1398.32601,-0.127396058,761.74916,61.9682602,18.8624296,6308476.85,2350.56297,-1475.40701,-0.135254203,1068.46043,62.0889099,19.7519532,6644796.56,2350.97223,-1827.67783,-0.159534192,6103.33318,62.478107,22.5636286,7658342.44,2308.30664,-2653.42725,-0.201853053,55383.0289,62.5716957,23.1869789,7900408.83,2257.66563,-2606.96476,-0.192614197,689.349816,0.000959106568,0.000751280222,761.749158,0.00116433436,0.000916609588,1068.46042,0.00168358411,0.00118083449,6103.33318,0.00242868839,0.00191658131,55383.0289,0.00598832182,7.12458274,1.0,66.0,0.0,6295617.86,2340.43337,4.02791911e-07,0.0,1.0,66.0,0.0,6308477.16,2350.67333,0.00265513578,0.0,1.0,66.0,0.0,6646094.17,2353.06202,13.0150897,0.0,1.04213485,65.85052,1.3961618,7683678.22,2328.53204,-18.6510791,-0.00569444631,5.7292177,63.0961721,20.4651303,7947307.55,2286.2412,-98.9795269,-0.00776118626
321,492.506682,61.4753561,14.8885135,604.881627,61.6235959,16.1423937,1043.42002,62.1093547,19.9720216,6602.73851,62.551904,23.0206407,59574.0235,62.5729494,23.1687195,492.506682,61.4753561,14.8885135,8575841.75,2156.71565,-2264.53606,-0.200408063,604.881627,61.6235959,16.1423937,8800028.8,2248.16995,-1661.37378,-0.13939312,1043.42002,62.1093547,19.9720216,8981377.04,2304.36296,-1455.90232,-0.10870506,6602.73851,62.551904,23.0206407,8468060.07,2251.80454,-2540.65609,-0.18196808,59574.0235,62.5729494,23.1687195,8240990.11,2249.18632,-2673.98492,-0.193516607,492.506682,0.000845770228,0.000251339954,604.881627,0.00110911147,0.000467933181,1043.42002,0.00168156953,0.00105565534,6602.73851,0.00223323912,0.00141648886,59574.0235,0.00257978157,0.323813238,2.99767071,66.667365,32.9127769,8575942.6,2156.90819,-91.6911582,-0.00545763218,2.99860182,66.6670856,32.9032239,8801527.25,2248.92709,-63.5369661,-0.00373360379,2.99953374,66.6668063,32.8936679,8997571.19,2311.63926,51.9090046,0.00301733759,2.99995336,66.6666806,32.8893668,8520069.38,2278.3755,-5.02340727,-0.000300088303,3.17110744,66.4139866,33.2630688,8290740.04,2275.64391,12.508992,0.000753259314
18,118.094464,2657.10039,7349113.78,195.073308,2473.87007,7350575.72,534.727362,2318.40964,7336101.52,4798.6985,2226.0004,8044651.74,43057.6573,2233.82426,8184947.17,118.094464,2657.10039,7349113.78,7349113.78,2657.82262,-1638.75268,-0.139013144,195.073308,2473.87007,7350575.72,7350575.72,2474.65226,-2670.42041,-0.215871238,534.727362,2318.40964,7336101.52,7336101.52,2319.24725,-3013.76202,-0.239800328,4798.6985,2226.0004,8044651.74,8044651.74,2226.87992,-2995.03281,-0.21917591,43057.6573,2233.82426,8184947.17,8184947.17,2234.70058,-2664.12005,-0.19344368,118.094464,0.00388912909,0.00122945328,195.073307,0.00336011702,0.0011562341,534.58888,0.00310418646,0.00133960122,4727.20815,0.00312368915,0.00211548719,42436.2148,0.00344724514,0.0846425363,118.094464,2657.10039,7349113.78,7349113.78,2657.93688,2669.22339,0.170357518,195.073307,2473.87008,7350575.72,7350575.72,2474.76838,2013.82338,0.128912187,534.58888,2318.95578,7336828.32,7336828.32,2319.91393,835.819101,0.0537215312,4727.20815,2256.54717,8102465.6,8102465.6,2257.53175,194.884351,0.0119364465,42436.2148,2263.78049,8241636.17,8241636.17,2264.76192,39.0827407,0.00237381471
332,387.537546,1996.27095,6940439.33,441.2981,2040.01457,7081062.2,675.563099,2118.41128,7355188.79,4057.87007,2233.06874,7954248.15,31107.0662,2235.16653,8008663.47,387.537546,1996.27095,6940439.33,6940439.33,1997.27329,-3565.25063,-0.260245487,441.2981,2040.01457,7081062.2,7081062.2,2040.99306,-3280.0755,-0.238936304,675.563099,2118.41128,7355188.79,7355188.79,2119.3464,-2833.87198,-0.207369721,4057.87007,2233.06874,7954248.15,7954248.15,2233.94703,-3042.39978,-0.221923752,31107.0662,2235.16653,8008663.47,8008663.47,2236.04306,-2787.25661,-0.203582176,387.537546,0.00152440964,0.000898135694,441.298093,0.00176839419,0.00101305861,675.341385,0.00250313556,0.00122468362,4013.89908,0.00366037613,0.00237081071,30477.7872,0.0185575721,29.1353177,387.537546,1996.27095,6940439.33,6940439.33,1997.36168,6.58144809e-05,0.0,441.298093,2040.0146,7081062.25,7081062.25,2041.08196,0.111864933,0.0,675.341385,2119.08203,7356231.83,7356231.83,2120.10959,89.0869328,0.0,4013.89908,2256.01321,7992366.82,7992366.82,2256.97272,93.2473123,0.0243261314,30477.7853,2277.46337,8084207.72,8084207.72,2278.33691,57.3442869,0.00444959758
493,50.8692788,2710.53461,8685371.76,70.2383309,2507.34468,9076742.19,289.826768,2303.24455,8716723.74,4158.77917,2290.37042,7937517.88,39810.5462,2258.94416,7916790.65,50.8692788,2710.53461,8685371.76,8685371.76,2711.23298,-1321.20888,-0.129328201,70.2383309,2507.34468,9076742.19,9076742.19,2508.11353,-1091.98644,-0.0865628368,289.826768,2303.24455,8716723.74,8716723.74,2304.09447,-3056.84583,-0.217180404,4158.77917,2290.37042,7937517.88,7937517.88,2291.2245,-2863.94786,-0.211694399,39810.5462,2258.94416,7916790.65,7916790.65,2259.81092,-2654.88355,-0.195665474,50.8641059,0.0187728463,0.0178091606,70.1407254,0.0152672656,0.0141853021,287.985051,0.00666715237,0.00594038555,4135.85079,0.00363779137,0.004456889,39327.9308,0.0069910854,6.98834853,50.8641059,2710.78308,8685643.82,8685643.82,2711.58642,0.0,0.0,70.1407254,2510.46169,9082325.01,9082325.01,2511.32911,0.0,0.0,287.985051,2316.26368,8745535.65,8745535.65,2317.2038,0.0,0.0,4135.85079,2301.98813,7956775.3,7956775.3,2302.93408,0.0,0.0,39327.9302,2284.51635,7959310.52,7959310.52,2285.46952,0.0,0.0
597,113.434752,60.8641442,9.28756286,147.236483,61.358073,13.9252741,392.309575,62.3323251,21.6282042,5686.39767,62.5212178,22.8338466,59031.6002,62.5739665,23.173953,113.434753,60.8641442,9.2875632,10069389.9,3395.62557,822.651576,0.08506746,147.236484,61.358073,13.9252745,9915406.49,3153.49779,132.160749,0.011247224,392.309576,62.3323251,21.6282043,9219120.64,2598.29033,-2031.90297,-0.143895755,5686.39767,62.5212178,22.8338466,8310774.18,2283.89929,-2416.63547,-0.175428789,59031.6002,62.5739665,23.173953,8223689.54,2257.29972,-2664.92992,-0.193042254,113.434752,0.00567609567,0.0035760641,147.236483,0.00582854176,0.00391806221,392.309575,0.00465707912,0.00339078178,5686.39767,0.00261444847,0.00228931359,59031.6002,0.00264785148,0.420070834,3.16834829,60.3548385,4.01170556,10069389.9,3395.61648,4644.60523,0.730773356,3.5328066,61.0064588,10.6986424,9915406.49,3153.49097,4540.34519,0.440828104,4.68629512,62.3997032,22.1072189,9219353.4,2598.45399,1933.56062,0.135437992,5.85161607,63.2344535,27.061923,8361011.55,2310.34236,66.6563584,0.00443131726,10.5600324,62.9598105,25.573762,8268989.98,2281.54703,2.36851377,0.000162874228
672,64.3663558,62.0679299,19.7238423,86.8471475,62.2835382,21.2917728,371.924674,62.8281595,24.8273528,6446.43795,62.6326844,23.5858142,54169.3963,62.593474,23.3285765,64.3663558,62.0679299,19.7238423,11625277.0,3100.51623,208.473381,0.01376744,86.8471475,62.2835382,21.2917728,11039027.2,2964.81521,493.069659,0.0321615497,371.924674,62.8281595,24.8273528,8888497.68,2482.58762,-1464.08125,-0.0985566174,6446.43795,62.6326844,23.5858142,7928880.24,2268.8624,-2066.45396,-0.151110404,54169.3963,62.593474,23.3285765,7941183.45,2246.30925,-2610.45172,-0.191791312,64.3663558,0.00964671407,0.00582623425,86.8471475,0.0099727571,0.00712567324,371.924674,0.0050196561,0.00408921417,6446.43795,0.00229247546,0.00160448679,54169.3963,0.00686816986,8.85773161,2.99728843,60.0093523,0.10844383,11625369.3,3100.54908,2895.20434,2.5785373,3.05406515,60.127093,1.45849057,11040589.6,2965.90219,3209.13944,0.799724944,3.80479458,61.4126094,14.392153,8901031.35,2489.89341,1633.35049,0.144309971,5.6735782,63.1066519,26.3861721,7965075.41,2292.11818,174.935773,0.0120668937,11.2354025,62.7921266,24.5927218,7995083.21,2277.90431,44.1859938,0.0031511555
915,279.081812,2301.06505,5990556.14,322.666848,2281.25071,6065250.49,499.041958,2304.61818,6756337.61,4002.25951,2293.50819,8096448.15,42224.5046,2243.34909,8215109.75,279.081812,2301.06505,5990556.14,5990556.14,2301.90156,-2840.20147,-0.261219078,322.666848,2281.25071,6065250.49,6065250.49,2282.09392,-2756.37533,-0.253323212,499.041958,2304.61818,6756337.61,6756337.61,2305.45537,-2534.92686,-0.217292971,4002.25951,2293.50819,8096448.15,8096448.15,2294.35936,-2496.79622,-0.18441238,42224.5046,2243.34909,8215109.75,8215109.75,2244.22139,-2572.40459,-0.186745762,279.081812,0.00322682134,0.00442045974,322.666848,0.00382634763,0.00541546695,499.017567,0.00445436415,0.00640052047,3987.48841,0.0037875085,0.00506235401,41717.0479,0.00351662226,0.10722257,279.081812,2301.06505,5990556.14,5990556.14,2302.03081,4330.51011,0.307233214,322.666848,2281.25071,6065250.49,6065250.49,2282.22476,4258.67625,0.300769825,499.017567,2304.71781,6756462.8,6756462.8,2305.68186,3497.90298,0.234454413,3987.48841,2301.18192,8110330.49,8110330.49,2302.14741,2950.29217,0.180627798,41717.0479,2268.37825,8262132.07,8262132.07,2269.35769,3110.03973,0.188665119
703,276.882878,62.3094656,21.5440374,318.020647,62.3382263,21.708272,681.66865,62.4668566,22.5136343,6936.13436,62.560634,23.0555059,57137.5807,62.5840268,23.2569706,276.882878,62.3094656,21.5440374,8886654.79,2659.72931,-2737.92124,-0.197873779,318.020647,62.3382263,21.708272,8824235.94,2632.93761,-2358.44836,-0.170402197,681.668651,62.4668566,22.5136343,8427700.48,2449.57941,-2605.4921,-0.189152641,6936.13436,62.560634,23.0555059,8152722.08,2275.95983,-2848.67089,-0.207779947,57137.5807,62.5840268,23.2569706,7959988.76,2256.33995,-2657.46818,-0.195314854,276.882878,0.00397018726,0.00601402688,318.020647,0.00434831125,0.00666345335,681.66865,0.0033277764,0.00497297237,6936.13436,0.00214911052,0.0020532373,57137.5807,0.00545935082,6.17758387,3.15214258,64.5522893,32.0999886,8886659.55,2659.78822,1576.62536,0.0933483825,3.45793885,64.739102,32.5249727,8824534.82,2633.28702,1646.00895,0.0971578312,3.80718592,64.9157186,32.8616696,8456930.26,2470.01771,2518.7244,0.151087823,3.98013711,64.9916954,32.9870115,8218990.94,2313.06432,3037.1103,0.184450496,3.99800777,64.9991708,32.9987094,8010648.86,2286.26069,3146.64088,0.193537379
108,332.705887,2282.41426,8356507.42,373.526878,2319.02734,8490123.09,603.842829,2322.02694,8751726.96,4308.62853,2234.25973,8377618.96,41663.585,2233.81632,8251110.57,332.705887,2282.41426,8356507.42,8356507.42,2283.2773,-2576.11627,-0.185233802,373.526878,2319.02734,8490123.09,8490123.09,2319.87579,-2243.07346,-0.160823283,603.842829,2322.02694,8751726.96,8751726.96,2322.87384,-1719.00753,-0.120596315,4308.62853,2234.25973,8377618.96,8377618.96,2235.13731,-2231.04406,-0.159505371,41663.585,2233.81632,8251110.57,8251110.57,2234.69274,-2573.70676,-0.186126883,332.705881,0.00291572089,0.00360658565,373.525137,0.0032145025,0.00398899244,603.339914,0.00342757346,0.00400499202,4254.72193,0.00348458272,0.00276854492,41044.4443,0.00358644994,0.13876992,332.705881,2282.41429,8356507.5,8356507.5,2283.38833,-979.103548,-0.0582907661,373.525137,2319.03691,8490142.86,8490142.86,2319.99533,-969.743341,-0.0575733562,603.339914,2323.74166,8755456.04,8755456.04,2324.6979,-949.472271,-0.055802604,4254.72193,2259.75774,8430800.86,8430800.86,2260.74093,-916.897425,-0.0550484095,41044.4442,2264.73798,8310233.47,8310233.47,2265.719,-918.670731,-0.0555670018
683,225.755001,2348.94589,7583864.05,269.338114,2361.70456,7676917.35,474.938731,2347.5509,7556875.95,4035.86486,2281.15239,7755497.41,41281.4004,2265.8371,8006173.62,225.755001,2348.94589,7583864.05,7583864.05,2349.75976,-3477.89639,-0.317157148,269.338114,2361.70456,7676917.35,7676917.35,2362.51591,-3437.15449,-0.304345664,474.938731,2347.5509,7556875.95,7556875.95,2348.37228,-3288.04046,-0.27611582,4035.86486,2281.15239,7755497.41,7755497.41,2282.0085,-2839.24027,-0.214499906,41281.4004,2265.8371,8006173.62,8006173.62,2266.70107,-2664.07482,-0.195417631,225.754999,0.0041967149,0.00560065119,269.337241,0.00459779462,0.00625441047,474.370387,0.00455153952,0.00604450892,3992.40383,0.00375020679,0.00406165422,40884.877,0.00555199344,4.24881388,225.754999,2348.94591,7583864.08,7583864.08,2349.87295,0.0,0.0,269.337241,2361.71134,7676927.87,7676927.87,2362.63338,0.0,0.0,474.370387,2350.11669,7560385.74,7560385.74,2351.04327,0.0,0.0,3992.40383,2304.20046,7790396.86,7790396.86,2305.14549,0.0,0.0,40884.8766,2286.10216,8040601.14,8040601.14,2287.05467,0.0,0.0
31,268.134089,60.318086,3.59741606,333.407446,60.7324784,7.97707044,752.37156,61.7564738,17.3043889,6505.79464,62.5308649,22.9451701,26760.6145,62.6338105,23.6061544,268.134089,60.318086,3.59741606,9183287.42,3424.51384,-254.988348,-0.0443635112,333.407446,60.7324784,7.97707044,9066112.41,3090.6275,-1044.59747,-0.122833465,752.37156,61.7564738,17.3043889,8674290.83,2602.25925,-2596.17185,-0.21190359,6505.79464,62.5308649,22.9451701,8322619.37,2333.17317,-3252.91417,-0.235394844,26760.6145,62.6338105,23.6061544,7955402.19,2229.07026,-2636.79453,-0.192412196,268.134089,0.00176909772,0.000596799505,333.407446,0.00200215272,0.000710699614,752.37156,0.00218145681,0.000857214889,6505.79464,0.00295569711,1.38694531,26760.6145,0.0423049356,77.8171749,1.21478877,60.2933634,3.31807208,9178368.0,3442.2085,-592.71879,-0.107404642,1.78707038,60.9986524,10.5893455,9076661.87,3121.26543,-798.920564,-0.0814903085,4.01259864,62.2273045,20.8775453,8706654.6,2626.40095,-404.214009,-0.0299809911,6.64778188,62.7951208,24.6109142,8343787.84,2344.68772,-12.5377398,-0.000874930894,11.2251571,62.8435217,24.8992588,8065886.89,2291.95418,-167.363614,-0.011809779
861,335.369588,2227.02253,8915189.05,385.515794,2291.0023,9037676.84,647.53404,2275.93528,8673707.41,4314.52367,2223.93595,7781835.58,34093.9582,2231.98679,7882428.09,335.369588,2227.02253,8915189.05,8915189.05,2227.89203,-2682.22155,-0.197713121,385.515794,2291.0023,9037676.84,9037676.84,2291.84548,-2213.7822,-0.164482459,647.53404,2275.93528,8673707.41,8673707.41,2276.78738,-1682.99138,-0.124789725,4314.52367,2223.93595,7781835.58,7781835.58,2224.81561,-2892.80706,-0.215987921,34093.9582,2231.98679,7882428.09,7882428.09,2232.86406,-2789.36754,-0.205949467,335.139965,0.00179408836,0.00115329134,384.099599,0.002088882,0.00131912989,628.259511,0.00271127474,0.00141724599,4219.81073,0.00346489791,0.00135934699,33469.7581,0.0137061969,19.7998826,335.139965,2228.47864,8918180.42,8918180.42,2229.47578,-981.731376,-0.0571513506,384.099599,2298.86352,9053937.27,9053937.27,2299.83007,-1010.30576,-0.058442056,628.259511,2339.38856,8801911.05,8801911.05,2340.33832,-1025.00608,-0.0602076077,4219.81073,2269.03895,7861972.15,7861972.15,2270.01811,-991.477399,-0.0616547073,33469.7567,2270.12815,7948736.97,7948736.97,2271.10683,-991.750651,-0.0613375192
744,395.285689,62.5744639,21.5999771,454.267453,62.5560989,21.6192919,811.960401,62.6431533,22.7909798,6813.74325,62.5909717,23.2070313,62723.3987,62.5763226,23.160687,395.285689,62.5744639,21.5999771,8444983.11,2453.42331,-3551.18339,-0.26293419,454.267453,62.5560989,21.6192919,8527148.35,2475.15871,-3348.49412,-0.246619209,811.960401,62.6431533,22.7909798,8437058.39,2396.1853,-3120.22929,-0.225013971,6813.74325,62.5909717,23.2070313,8357098.56,2230.6221,-2960.80251,-0.212604221,62723.3987,62.5763226,23.160687,8220658.07,2235.84126,-2646.50991,-0.191798194,395.285689,0.00102051785,0.000291316969,454.267453,0.00144623602,0.000554259039,811.960401,0.00207170207,0.00099021127,6813.74325,0.00217257996,0.00163444168,62723.3987,0.00233315785,0.059002666,6.55791214,62.6811888,24.2564152,8444983.23,2453.42613,97.5905813,0.00681859979,6.72828004,62.7510544,24.5567033,8527184.27,2475.18983,50.5036542,0.0034900765,6.90718485,62.8216185,24.842448,8452212.09,2405.49634,162.346559,0.0112036801,6.99061468,62.8535835,24.966054,8440571.46,2271.82788,24.9198348,0.00171665997,7.34524331,62.8487521,24.930884,8279672.68,2266.80793,9.89182367,0.000688495242
87,90.745415,61.1531928,11.3624757,131.491156,61.9395858,18.3008836,476.389934,62.6391325,23.5334231,5932.61678,62.5621566,23.1002503,48385.3803,62.5866301,23.2843657,90.745415,61.1531928,11.3624757,4506853.94,3090.01183,-186.366372,-0.0260431988,131.491156,61.9395858,18.3008836,5453501.65,2738.37701,-2000.67047,-0.200263503,476.389934,62.6391325,23.5334231,6669640.91,2286.54238,-3689.89179,-0.294523432,5932.61678,62.5621566,23.1002503,7425079.3,2230.75562,-2938.0216,-0.224334513,48385.3803,62.5866301,23.2843657,7883408.3,2233.99152,-2762.53395,-0.203900555,90.745415,0.00620873128,0.00328722912,131.491156,0.0056650326,0.00288809654,476.389934,0.00345699839,0.00141225892,5932.61678,0.00246531199,0.00101762609,48385.3803,0.0101515799,15.1099106,2.98727636,66.6695327,33.0268758,4506853.94,3090.12593,-109.740744,-0.00899492219,2.99234631,66.6683877,32.9717542,5453500.89,2738.49078,82.5024457,0.00615259179,2.99744225,66.6672408,32.916535,6671088.49,2287.7999,326.887497,0.0220593597,2.99974393,66.6667241,32.8916546,7441928.76,2242.22663,350.948976,0.0224315025,2.99997439,66.6666724,32.8891655,7945855.21,2270.37708,335.625021,0.0207614451
820,508.045173,61.3313468,12.1142321,634.061528,61.3605982,12.6262025,1086.20249,61.77499,16.6375203,6479.56123,62.5094454,22.665068,19816.6256,62.6443674,23.6303606,508.045173,61.3313468,12.1142321,9200045.87,2408.30737,-2576.27405,-0.244033315,634.061528,61.3605982,12.6262025,9058985.56,2423.44244,-2450.12514,-0.229093152,1086.20249,61.77499,16.6375203,8518154.93,2392.80378,-2883.45863,-0.242212559,6479.56123,62.5094454,22.665068,7874551.72,2297.91842,-3266.56518,-0.244511841,19816.6256,62.6443674,23.6303606,7625333.66,2175.79963,-2350.12977,-0.175076253,508.045173,0.00081817512,0.000240946741,634.061528,0.00102644589,0.000368391404,1086.20249,0.0015524715,0.000751474188,6479.56123,0.00630797563,7.95496367,19816.6256,0.0666202465,125.095431,2.93621914,66.6811835,33.5931798,9200045.87,2408.44955,72.814208,0.00414186154,2.96122849,66.6754165,33.3134544,9058985.59,2423.58285,69.8211865,0.00401918139,2.98690554,66.6695963,33.0310642,8519636.15,2393.80005,72.4961705,0.00432158699,2.99868278,66.6669602,32.9031355,7930284.54,2332.59382,79.5905524,0.00492718071,2.9998682,66.666696,32.8903138,7786616.56,2270.43913,87.2353641,0.00545110032
67,276.237784,62.1440802,19.5941062,412.357569,62.183881,19.9887383,940.858585,62.3942846,21.646931,6273.67309,62.5688724,23.0991807,60186.3125,62.569203,23.1470011,276.237785,62.1440802,19.5941062,9616738.3,2700.74573,-3693.51056,-0.269068413,412.35757,62.183881,19.9887383,9439493.67,2530.70474,-3655.07084,-0.266090125,940.858585,62.3942846,21.646931,9034472.09,2330.84292,-3148.05212,-0.22510874,6273.67309,62.5688724,23.0991807,8206146.41,2200.4135,-2919.67508,-0.212063832,60186.3125,62.569203,23.1470011,8211266.39,2239.14601,-2698.60013,-0.195742937,276.237784,0.0017324522,0.000589057406,412.357569,0.00160963204,0.0005530249,940.858585,0.00174895215,0.000704810054,6273.67309,0.00234282714,0.00126538472,60186.3125,0.00250994696,0.229045995,2.99714051,66.6676501,32.917295,9616767.8,2700.88115,-88.6723539,-0.00498381144,2.99828344,66.6672567,32.9059357,9440646.09,2531.55723,-57.6514482,-0.00327093746,2.99942752,66.6668633,32.8945722,9103228.82,2364.99808,-28.390673,-0.0016406496,2.99994274,66.6666863,32.8894573,8341891.28,2269.16061,-31.9490433,-0.00192884461,3.33778177,66.2645875,33.4242353,8265863.05,2267.92006,27.8486627,0.0016754424
179,130.541996,61.3985906,12.7652914,155.96436,61.5712147,14.4373084,469.865619,62.348295,21.0082202,5563.47311,62.609729,23.2599992,59369.441,62.5794359,23.2122126,130.541996,61.3985906,12.7652914,12653347.5,3023.39493,-1480.48034,-0.116488904,155.96436,61.5712147,14.4373084,11914462.7,2933.68238,-1131.31386,-0.0862586709,469.865619,62.348295,21.0082202,9850264.32,2522.33676,-1589.77639,-0.110514044,5563.47311,62.609729,23.2599992,8729848.69,2306.35527,-2472.8993,-0.173539453,59369.441,62.5794359,23.2122126,8273453.37,2265.48271,-2718.97031,-0.196201708,130.541996,0.00344010527,0.00104012381,155.96436,0.00416971975,0.00132756276,469.865619,0.0034034426,0.00103605035,5563.47311,0.00262718171,0.000988708496,59369.441,0.00280611892,0.782679751,1.0,66.0,0.0,12653364.9,3023.50141,265.412858,0.0,1.0,66.0,0.0,11915249.6,2934.21859,-36.4958348,0.0,1.0,66.0,0.0,9865123.51,2529.53442,-212.570842,0.0,1.02790022,65.9044093,0.941131157,8744011.77,2313.02101,-29.4780543,-0.0102758646,5.6778885,63.1102625,20.4877097,8312425.44,2286.33373,23.0228532,0.001764203
697,418.028055,62.5548831,22.0478483,465.6467,62.5140919,21.7916747,721.61881,62.6455941,22.9493065,6321.29558,62.6198805,23.4161182,55015.768,62.5908434,23.3018451,418.028055,62.5548831,22.0478483,9429220.06,2682.67321,-3126.99344,-0.216873245,465.6467,62.5140919,21.7916747,9410527.82,2706.76772,-3047.29029,-0.212795055,721.61881,62.6455941,22.9493065,9041499.62,2598.96341,-2325.21133,-0.161420026,6321.29558,62.6198805,23.4161182,7977775.03,2320.46551,-2056.4333,-0.150458346,55015.768,62.5908434,23.3018451,7935583.92,2254.3458,-2550.19719,-0.18753795,418.028055,0.00262729518,0.00404390215,465.6467,0.00299052606,0.00466307987,721.61881,0.00319614505,0.00496145632,6321.29558,0.00236710311,0.00252516176,55015.768,0.00642863817,8.01644624,1.94609741,62.9169066,8.99309549,9429654.22,2683.08382,251.238398,0.0272824601,1.96730072,62.9501358,8.99751356,9412131.76,2708.36082,254.718867,0.0276793483,1.98897923,62.9833772,8.99972368,9046391.74,2603.31498,245.583164,0.0272173794,1.99889242,62.9983377,8.99999724,7995198.23,2332.59792,219.804902,0.0259120378,1.99988919,62.9998338,8.99999997,7984334.87,2283.346,215.074329,0.0253716055
905,321.924474,62.9372781,24.6373054,386.590735,62.7712402,23.6896368,782.977553,62.5522365,22.651309,6697.80621,62.5395573,22.9097516,62209.3703,62.5776278,23.2186227,321.924474,62.9372781,24.6373054,8437358.16,2440.10483,-3010.73835,-0.208820518,386.590735,62.7712402,23.6896368,8515693.95,2492.81118,-2815.26411,-0.198211989,782.977553,62.5522365,22.651309,8547102.46,2453.58706,-2218.71637,-0.159457768,6697.80621,62.5395573,22.9097516,8751754.95,2312.39038,-2288.0074,-0.161584485,62209.3703,62.5776278,23.2186227,8292183.16,2267.22571,-2737.84182,-0.197312992,321.924474,0.00140571208,0.000587049981,386.590735,0.00190759138,0.00108014848,782.977553,0.00231943436,0.00171301585,6697.80621,0.00219769219,0.00128136572,62209.3703,0.00304996324,1.53059374,1.0,66.0,0.0,8437358.16,2440.18575,0.0,0.0,1.0,66.0,0.0,8515693.95,2492.89457,0.0,0.0,1.0,66.0,0.0,8547117.73,2453.68633,0.0,0.0,1.0,66.0,0.0,8785024.04,2329.2279,0.0,0.0,1.0,66.0,0.0,8341904.03,2294.22236,0.0,0.0
